Source;Target;Weight
Mylène Fréchette, Fanie St-Laurent;la collaboration de Paul Aubin, avec;1
Drouin, de Sophie;la collaboration de Paul Aubin, avec;1
Pouliot, Suzanne;la collaboration de Paul Aubin, avec;1
Michon, Jacques;la collaboration de Paul Aubin, avec;1
Marcel Lajeunesse, Éric Leroux;la collaboration de Paul Aubin, avec;1
Godbout, Patricia;Michon, Jacques;1
Godbout, Patricia;Pouliot, Suzanne;1
Drouin, de Sophie;Godbout, Patricia;1
Godbout, Patricia;Mylène Fréchette, Fanie St-Laurent;1
Hébert, Pierre;Marcel Lajeunesse, Éric Leroux;1
Hébert, Pierre;Michon, Jacques;1
Hébert, Pierre;Pouliot, Suzanne;1
Drouin, de Sophie;Hébert, Pierre;1
Hébert, Pierre;Mylène Fréchette, Fanie St-Laurent;1
Marcel Lajeunesse, Éric Leroux;Michon, Jacques;1
Marcel Lajeunesse, Éric Leroux;Pouliot, Suzanne;1
Drouin, de Sophie;Marcel Lajeunesse, Éric Leroux;1
Marcel Lajeunesse, Éric Leroux;Mylène Fréchette, Fanie St-Laurent;1
Michon, Jacques;Pouliot, Suzanne;1
Drouin, de Sophie;Michon, Jacques;1
Michon, Jacques;Mylène Fréchette, Fanie St-Laurent;1
Drouin, de Sophie;Pouliot, Suzanne;1
Potter, Paul;Wright, John P.;1
Hall, Edith;Wyles, Rosie;1
Salazar, Philippe-Joseph;Wynchank, Anny;1
Raposo, B.;Robles, F.;1
Rosano, F. Aragón;Sánchez, J.A. López;1
Ramos, A. Sirvent;Tonda, A. Llorca;1
Lafarga, F.;Ramos, A. Sirvent;1
Lafarga, F.;Tonda, A. Llorca;1
Campillo, A.;López, J.;1
García, P.J. Pardo;Zapatero, J. Sánchez;1
Muela, J.;Yllera, A.;1
Lafarga, Francisco;Méndez, Pedro S.;1
Vázquez, L.;de Diego, R.;1
Casado, L.;Vázquez, L.;1
Casado, L.;de Diego, R.;1
Desprès, Catherine;Ramos, Mª Teresa;1
Lafarga, Francisco;Pegenaute, Luis;1
Méndez, Pedro S.;Saura, Alfonso;1
Cazevieille, F.T. Olmo;Santiago, M. López;1
Cazevieille, F.T. Olmo;Martinez, G. Peña;1
Cazevieille, F.T. Olmo;Vallés, I.T. Tamarit;1
Martinez, G. Peña;Santiago, M. López;1
Santiago, M. López;Vallés, I.T. Tamarit;1
Martinez, G. Peña;Vallés, I.T. Tamarit;1
Franco, H. Gallego;Herrero, M. C. García;1
Boixareu, Mercé;Juan-Oliva, Esther;1
Boixareu, Mercé;Romera-Pintor, Angela M.;1
Juan-Oliva, Esther;Romera-Pintor, Angela M.;1
Desvaux, A. Piquer;Llecha-Llop, Ll.;1
Castanyer, M.T. Garcia;Desvaux, A. Piquer;1
Castanyer, M.T. Garcia;Llecha-Llop, Ll.;1
Alarcón, I.E. González;Rodríguez, Cantón;1
Castaños, C. Grijalba;Rodríguez, Cantón;1
Rodríguez, Cantón;Silvestre, Yolanda B. Jover;1
Alarcón, I.E. González;Castaños, C. Grijalba;1
Lafarga, Francisco;Saura, Alfonso;1
Niembro, Antonio;Álvarez, Emma;1
Porter, Roy;Yolton, John W.;1
Bloom, Sam W.;Zinguer, Ilana Y.;1
Boza, Alexandre;Decaux, Emmanuel;1
Boza, Alexandre;Zuber, Valentine;1
Decaux, Emmanuel;Zuber, Valentine;1
Bréton, Étienne;Zuber, Pascal;1
Klekar, Cynthia;Zionkowski, Linda;1
Hayes, Julie Candler;Zinsser, Judith P.;1
Wolf, Josef;Zimmermann, Wolfgang;1
Bango, Flor Mª;Álvarez, Emma;1
Farge, Arlette;Zemon Davis, Natalie;1
Rogers, Pat;Stafford, Barbara Maria;1
Porter, Roy;Stafford, Barbara Maria;1
Porter, Roy;Rogers, Pat;1
Stafford, Barbara Maria;Yolton, John W.;1
Rogers, Pat;Yolton, John W.;1
Wilson-Chevalier, Kathleen;Zum Kolk, Caroline;1
Boutier, Jean;Zum Kolk, Caroline;1
Klesmann, Bernd;Zum Kolk, Caroline;1
Moureau, François;Zum Kolk, Caroline;1
Boutier, Jean;Klesmann, Bernd;1
Boutier, Jean;Moureau, François;1
Klesmann, Bernd;Moureau, François;1
Gladu, Kim;Zygel-Basso, Aurélie;1
Hostiou, Jeanne-Marie;Nestola, Barbara;1
Franchin, Matthieu;Nestola, Barbara;1
Manciati, Silvia;Nestola, Barbara;1
Franchin, Matthieu;Hostiou, Jeanne-Marie;1
Hostiou, Jeanne-Marie;Manciati, Silvia;1
Franchin, Matthieu;Manciati, Silvia;1
Bertrand, Dominique;Saiello, Émilie Beck;1
Cascante, Mª Jesús Salinero;Heras, Ignacio Iñarrea Las;1
Bango, Flor Mª;Niembro, Antonio;1
Hébert, Pierre;la collaboration de Paul Aubin, avec;1
Brisson, Frédéric;la collaboration de Paul Aubin, avec;1
Castaños, C. Grijalba;Silvestre, Yolanda B. Jover;1
Adams, Julie;Lythberg, Billie;1
Burrows, Simon;Thomson, Ann;1
Nuku, Maia;Salmond, Amiria;1
Lythberg, Billie;Salmond, Amiria;1
Lythberg, Billie;Nuku, Maia;1
Adams, Julie;Salmond, Amiria;1
Adams, Julie;Nuku, Maia;1
Salmond, Amiria;Thomas, Nicholas;1
Burrows, Simon;Dziembowski, Edmond;1
Nuku, Maia;Thomas, Nicholas;1
Lythberg, Billie;Thomas, Nicholas;1
Adams, Julie;Thomas, Nicholas;1
Thistlethwaite, Nicholas;Webber, Geoffrey;1
Rousseau, le Musée Jean-Jacques;Thiery, Robert;1
Gomez, Alejandro;Morelli, Federica;1
Dziembowski, Edmond;Thomson, Ann;1
Thoraval, Fañch;Wymeersch, Brigitte Van;1
Luneau, Marie-Pier;Mylène Fréchette, Fanie St-Laurent;1
Topalov, Christian;de Lille, Laurent Coudroy;1
Pomeranz, Kenneth;Topik, Steven;1
Depaule, Jean-Charles;Marin, Brigitte;1
Marin, Brigitte;de Lille, Laurent Coudroy;1
Depaule, Jean-Charles;de Lille, Laurent Coudroy;1
Marin, Brigitte;Topalov, Christian;1
Depaule, Jean-Charles;Topalov, Christian;1
Radovanovic, Milorad;Tomic Miseska, Olga;1
König, Christoph;Thouard, Denis;1
Todd, Dennis;Wall, Cynthia;1
Ramseyer, Jacques;Vincent, Patrick;1
Tissot, Laurent;Vincent, Patrick;1
Ramseyer, Jacques;Tissot, Laurent;1
Tillier, Bertrand;Wermester, Catherine;1
Pimentel, Juan;Thurner, Mark;1
Entin, Gabriel;Morelli, Federica;1
Entin, Gabriel;Gomez, Alejandro;1
Morelli, Federica;Thibaud, Clément;1
Saliou, Catherine;Tartakowsky, Danielle;1
Gauvard, Claude;Saliou, Catherine;1
Fureix, Emmanuel;Saliou, Catherine;1
Fureix, Emmanuel;Gauvard, Claude;1
Cornette, Joël;Saliou, Catherine;1
Cornette, Joël;Gauvard, Claude;1
Cornette, Joël;Fureix, Emmanuel;1
Gauvard, Claude;Tartakowsky, Danielle;1
Gomez, Alejandro;Thibaud, Clément;1
Fureix, Emmanuel;Tartakowsky, Danielle;1
Cornette, Joël;Tartakowsky, Danielle;1
Taber, Robert D.;Yingling, Charlton W.;1
(Texte, T.I.G.R.E.;de recherche à l’École normale supérieure), image. Groupe;1
Swindells, Julia;Taylor, David Francis;1
Ilakkuvan, R.;Sweetman, Will;1
Bouddouh, Lhoussain;Tatin-Gourier, Jean-Jacques;1
Tavoni, Maria Gioia;Waquet, Françoise;1
Findlen, Paula;Tazzara, Corey;1
Soll, Jacob;Tazzara, Corey;1
Findlen, Paula;Soll, Jacob;1
Teasdale, Guillaume;Villerbu, Tangi;1
Garric, Jean-Philippe;Tedeschi, Letizia;1
Rabreau, Daniel;Tedeschi, Letizia;1
Garric, Jean-Philippe;Rabreau, Daniel;1
Hentenryk, Ginette Kurgan-Van;Teichova, Alice;1
Teichova, Alice;Ziegler, D.;1
Hentenryk, Ginette Kurgan-Van;Ziegler, D.;1
Ding, Ning;ten-Doesschate Chu, Petra;1
Dupont, P.;Termolle, M.;1
Gifford, Prosser;Tesnière, Marie-Hélène;1
Norel, Philippe;Testot, Laurent;1
Entin, Gabriel;Thibaud, Clément;1
Meslé, France;Toulemon, Laurent;1
Toulemon, Laurent;Véron, Jacques;1
Meslé, France;Véron, Jacques;1
Lauwick, Béatrice;Ville, Nathalie;1
Luneau, Marie-Pier;Vincent, Josée;1
Bernard-Griffiths, Simone;Pickering, Robert;1
Pickering, Robert;Vincent-Munnia, Nathalie;1
Bernard-Griffiths, Simone;Vincent-Munnia, Nathalie;1
Cabilic, Isabelle;Lauwick, Béatrice;1
Cabilic, Isabelle;Ville, Nathalie;1
Leyh, Valérie;Müller, Adelheid;1
Jorrand, Sophie;Vénuat, Monique;1
Müller, Adelheid;Viehöver, Vera;1
Leyh, Valérie;Viehöver, Vera;1
Ruggiu, François-Joseph;Vidal, Cécile;1
Joutard, Philippe;Poton, Didier;1
Poton, Didier;Veyssière, Laurent;1
Joutard, Philippe;Veyssière, Laurent;1
Vincent, Josée;la collaboration de Paul Aubin, avec;1
Brisson, Frédéric;Vincent, Josée;1
Godbout, Patricia;Vincent, Josée;1
Hébert, Pierre;Vincent, Josée;1
Marcel Lajeunesse, Éric Leroux;Vincent, Josée;1
Michon, Jacques;Vincent, Josée;1
Pouliot, Suzanne;Vincent, Josée;1
Drouin, de Sophie;Vincent, Josée;1
Mylène Fréchette, Fanie St-Laurent;Vincent, Josée;1
Luneau, Marie-Pier;la collaboration de Paul Aubin, avec;1
Brisson, Frédéric;Luneau, Marie-Pier;1
Godbout, Patricia;Luneau, Marie-Pier;1
Hébert, Pierre;Luneau, Marie-Pier;1
Luneau, Marie-Pier;Marcel Lajeunesse, Éric Leroux;1
Luneau, Marie-Pier;Michon, Jacques;1
Luneau, Marie-Pier;Pouliot, Suzanne;1
Drouin, de Sophie;Luneau, Marie-Pier;1
Berton-Charrière, Danièle;Jorrand, Sophie;1
Jérémie, Christian;Vénuat, Monique;1
Bélier, Corinne;Toulier, Bernard;1
Ramaut, Alban;Traversier, Mélanie;1
Pavy, Élise;Poulet, Françoise;1
Tsimbidy, Myriam;Welfringer, Arnaud;1
Poulet, Françoise;Tsimbidy, Myriam;1
Pavy, Élise;Tsimbidy, Myriam;1
Greenfield, Sayre;Troost, Linda;1
Trévisi, Marion;Vissière, Laurent;1
McShane, Angela;Town, Edward;1
Bourguinat, Nicolas;Venayre, Sylvain;1
Crone, Rosalind;Halsey, Katie;1
Halsey, Katie;Towheed, Shafquat;1
Crone, Rosalind;Towheed, Shafquat;1
Rauseo, Chris;Toutain-Quittelier, Valentine;1
Bélier, Corinne;Delorme, Franck;1
Delorme, Franck;Toulier, Bernard;1
Pavy, Élise;Welfringer, Arnaud;1
Poulet, Françoise;Welfringer, Arnaud;1
Nootens, Thierry;Turcot, Laurent;1
Llinares, Sylviane;Ulbert, Jörg;1
Alexander, Christine;Upfal, Annette;1
Foster, Gretchen M.;Uphaus, Robert W.;1
Hepner, Pascal;Valdher, Martine;1
Reisse, Jacques;Van de Vyver, Gisèle;1
Cossy, Valérie;Van Dijk, Suzan;1
Moser-Verrey, Monique;Van Dijk, Suzan;1
Ottway, Sheila;Van Gemert, Lia;1
Van Gemert, Lia;van Dijk, Suzan;1
Escalle, Marie-Christine Kok;Van Strien-Chardonneau, Madeleine;1
Vanacker, Beatrijs;van Deinsen, Lieke;1
Vasconcelos Vilar, Hermínia;da Cunha, Mafalda Soares;1
Farrica, Fátima;Vasconcelos Vilar, Hermínia;1
Farrica, Fátima;da Cunha, Mafalda Soares;1
Alarcón, I.E. González;Silvestre, Yolanda B. Jover;1
Mommer, Kerri;Rollin, Bernard E.;1
Cox, Fiona;Schmidt-Hannisa, Hans-Walter;1
Goyette, Julien;Lapointe, Martine-Emmanuelle;1
Cordingley, Anthony;Manning, Céline Frigau;1
Schreibman, Susan;Siemens, Ray;1
Mander, W.J.;Sell, Alan P.F.;1
Baltes, Paul B.;Smelser, Neil J.;1
(ÉDIT.), Jürgen Siess;Diaz, Brigitte;1
Hébert, Karine;Lapointe, Martine-Emmanuelle;1
Goyette, Julien;Hébert, Karine;1
Godwin, Denise;Lasalle, Thérèse;1
Caumartin, Anne;Lapointe, Martine-Emmanuelle;1
Caumartin, Anne;Hébert, Karine;1
Caumartin, Anne;Goyette, Julien;1
Girardini, Elisa;Henrot, Geneviève;1
Tailleur, Sandrine;Urbain, Émilie;1
Urbain, Émilie;Vaillancourt, Luc;1
Cronk, Nicholas;Peeters, Kris;1
Godwin, Denise;Weil, Michèle;1
Dumas, Catherine;Zieger, Karl;1
O’Gorman, Frank;Turner, Katherine;1
Dufiet, Jean-Paul;Nardout-Lafarge, Élisabeth;1
Bureau, Marie-France;Devinat, Mathieu;1
Kord, Susanne;Richter, Simon;1
Henke, Burkhard;Richter, Simon;1
Henke, Burkhard;Kord, Susanne;1
Jacques-Lefèvre, Nicole;Regard, Frédéric;1
Lavocat, F.;Murcia, Cl.;1
Lasalle, Thérèse;Weil, Michèle;1
Couegnas, D.;Peyrache-Leborgne, D.;1
Beaulande-Barraud, V.;Charageat, M.;1
Israël, F.;Lederer, M.;1
Blanc, Charles Le;Simonutti, Luisa;1
Bianchi, Lorenzo;Minuti, Rolando;1
Luzzatto, Sergio;Pedullà, Gabriele;1
Tailleur, Sandrine;Vaillancourt, Luc;1
Bouquet, François;Sainclivier, Jacqueline;1
Godineau, Dominique;Sainclivier, Jacqueline;1
Langlois, L.;Narbonne, J.-M.;1
O’Brien, Eliza;Turner, Beatrice;1
O’Brien, Eliza;Stark, Helen;1
Chaouachi, Slaheddine;Montandon, Alain;1
Kamps, Ivo;Singh, Jyotsna G.;1
Chantin, Jean-Pierre;Martin, Philippe;1
Bove, Laurent;Duflo, Colas;1
Fortin, Matthieu;van der Schueren, Éric;1
Bouquet, François;Godineau, Dominique;1
Ribard, Dinah;Schapira, Nicolas;1
Lemonnier-Delpy, Marie-Françoise;Pasteur, Paul;1
Gest, Martine;Pasteur, Paul;1
Gest, Martine;Lemonnier-Delpy, Marie-Françoise;1
Bodinier, Bernard;Pasteur, Paul;1
Bodinier, Bernard;Lemonnier-Delpy, Marie-Françoise;1
Stark, Helen;Turner, Beatrice;1
Boutoulle, Frédéric;Gomis, Stéphane;1
Glaisyer, Natasha;Pennell, Sara;1
Munns, Jessica;Richards, Penny;1
Kahn, Victoria;Saccamano, Neil;1
Coli, Daniela;Kahn, Victoria;1
Coli, Daniela;Saccamano, Neil;1
Hautebert, Joël;Soleil, Sylvain;1
George, David J.;Gossip, Christopher J.;1
Cook, Paul;Lee, Jean;1
Giguère, Nicholas;Hétu, Dominique;1
Capdevila, Luc;Godineau, Dominique;1
Bouquet, François;Capdevila, Luc;1
Cassagnes, Sophie;Godineau, Dominique;1
Bouquet, François;Cassagnes, Sophie;1
Cocaud, Martine;Godineau, Dominique;1
Bouquet, François;Cocaud, Martine;1
Colin, Claire;Conrad, Thomas;1
Colin, Claire;Leblond, Aude;1
Conrad, Thomas;Leblond, Aude;1
Groß, Konrad;Klooß, Wolfgang;1
Freund, Wolfgang;Guinand, Cédric;1
Bennett, Peter;Dompnier, Bernard;1
Gefen, Alexandre;Samoyault, Tiphaine;1
Bödeker, Hans Erich;Veit, Patrice;1
Klooß, Wolfgang;Nischik, Reingard M.;1
Groß, Konrad;Nischik, Reingard M.;1
Colantonio, Laurent;Fayolle, Caroline;1
Gavoille, Élisabeth;de Weerdt-Pilorge, Marie-Paule;1
Badinter, É.;Muzerelle, D.;1
Bordreuil, Samuel;Bouvier, Alban;1
DiPiero, Thomas;Gill, Pat;1
Beck, Lauren;Ionescu, Christina;1
Baird, Ileana;Ionescu, Christina;1
Chardin, Philippe;de Weerdt-Pilorge, Marie-Paule;1
Freund, Wolfgang;Seidel, Ralph;1
Guinand, Cédric;Seidel, Ralph;1
Lotterie, Florence;MacMahon, Darrin M.;1
Araujo, Ana Lucia;Lévesque, Hélène;1
Araujo, Ana Lucia;Vallée, Marie-Hélène;1
Lévesque, Hélène;Vallée, Marie-Hélène;1
Ayres-Bennett, Wendy;Rainsford, Thomas M.;1
Mathias, Manon;O’Sullivan, Maria;1
Mathias, Manon;Vorstman, Ruth;1
O’Sullivan, Maria;Vorstman, Ruth;1
Ambrus, Gauthier;Sherf, Guilhem;1
Berriot-Salvadore, E.;Pascal, C.;1
Debreuille, J.-Y.;Régnier, P.;1
Ferrone, Vincenzo;Rossi, Paolo;1
Berti, Silvia;Charles-Daubert, Françoise;1
Berti, Silvia;Popkin, R.H.;1
Charles-Daubert, Françoise;Popkin, R.H.;1
Chardin, Philippe;Gavoille, Élisabeth;1
Bernard, Nicolas;Chamerois, Gilles;1
Kennan, Patricia Ann;Tempera, Mariangela;1
Formigari, L.;Mauro, T. De;1
Downing, Lisa;Unwin, Timothy;1
Downing, Lisa;Stephens, Sonya;1
Harkness, Nigel;Unwin, Timothy;1
Harkness, Nigel;Stephens, Sonya;1
Downing, Lisa;Harkness, Nigel;1
Hassler, G.;Storost, J.;1
Horgan, John C.;Roider, Karl A.;1
Chamerois, Gilles;Martouzet, Denis;1
Diaz, Brigitte;Meier, Franziska;1
Anselmini, Julie;Meier, Franziska;1
Anselmini, Julie;Diaz, Brigitte;1
Santaliestra, Laura Oliván;Suner, Suna;1
Anderson, Roberta;Suner, Suna;1
Anderson, Roberta;Santaliestra, Laura Oliván;1
Stephens, Sonya;Unwin, Timothy;1
Luneau, Marie-Pier;Saint-Amand, Denis;1
Kolderup, T.;Wåhlberg, M.;1
Dufour, Philippe;Gendrel, Bernard;1
Dufour, Philippe;Larroux, Guy;1
Gendrel, Bernard;Larroux, Guy;1
Martin, Laurent;Venayre, Sylvain;1
Lüsebrink, Hans-Jürgen;Reichardt, R.;1
Corvisier, A.;Jacquart, J.;1
Gautier, Arlette;Laffont, Georges-Henri;1
Laffont, Georges-Henri;Martouzet, Denis;1
Bernard, Nicolas;Laffont, Georges-Henri;1
Chamerois, Gilles;Laffont, Georges-Henri;1
Gautier, Arlette;Martouzet, Denis;1
Bernard, Nicolas;Gautier, Arlette;1
Chamerois, Gilles;Gautier, Arlette;1
Bernard, Nicolas;Martouzet, Denis;1
Bodinier, Bernard;Gest, Martine;1
Hamm, Jean-Jacques;Thériault, Patrick;1
Gray, Carolyn M.;Rollin, Bernard E.;1
Méchoulan, Éric;Ollier, Marie-Louise;1
Birrer, Sybille;Lathion, Marie-Thérèse;1
Birrer, Sybille;Ganzoni, Annetta;1
Adert, Laurent;Eigenmann, Eric;1
Schrader, Hans-Jürgen;Stern, Martin;1
Ehrich-Haefeli, Verena;Stern, Martin;1
Ehrich-Haefeli, Verena;Schrader, Hans-Jürgen;1
Camelin, Colette;Louvel, Liliane;1
Ganzoni, Annetta;Lathion, Marie-Thérèse;1
Briand, Michel;Louvel, Liliane;1
Briand, Michel;Camelin, Colette;1
Berthiaume, Pierre;Vandendorpe, Christian;1
Garand, Dominique;Hayward, Annette;1
Marcellesi, M.-C.;Pont, A.-V.;1
Jomand-Baudry, R.;Nuel, M.;1
Birrer, Sybille;Weber, Ulrich;1
Ganzoni, Annetta;Weber, Ulrich;1
Watthee-Delmonte, Myriam;Zupancic, Metka;1
Cifaerelli, Paola;Giacone, Franco;1
Geyer, Paul;Redecker, Anke;1
Geyer, Paul;Ladenthin, Volker;1
Miura, Nobutaka;Nagami, Fumio;1
Kahnemouinepour, J.;Shahverdiani, N.;1
Berchtold, Jacques;Sutermeister, Anne-Catherine;1
Berchtold, Jacques;Jakob, Michael;1
Fleury-Seemüller, Michèle;Lescaze, Bernard;1
Lathion, Marie-Thérèse;Weber, Ulrich;1
Delhom, Pascal;Hirsch, Alfred;1
Paulhan, Jean Kelly;Rioux, Jean-Pierre;1
Guérin, Jeanyves;Rioux, Jean-Pierre;1
Guérin, Jeanyves;Paulhan, Jean Kelly;1
Collet, Olivier;Foehr, Yasmina;1
Bloch, André;Schnyder, Peter;1
Winter-Froemel, Esme;Zirker, Angelika;1
Lewis, Ann;Seabrook, Michael;1
Kimber, Gerri;Seabrook, Michael;1
Bernd, Zila;Harel, Simon;1
Arciszewska, Barbara;McKellar, Elizabeth;1
Durand, Pascal;Sindaco, Sarah;1
Luneau, Marie-Pier;Rajotte, Pierre;1
Bernier, Stéphanie;Rajotte, Pierre;1
Bernier, Stéphanie;Luneau, Marie-Pier;1
Obszyński, Michal;Sawicka, Sylwia;1
Chassay, Jean-François;Gervais, Bertrand;1
Kimber, Gerri;Lewis, Ann;1
Gaulin, Michel;Vaillancourt, Pierre-Louis;1
Brunet, Manon;Lanthier, Pierre;1
Lacoste, Francis;Lévêque, Laure;1
Bkhairia, Hassen;Lévêque, Laure;1
Bkhairia, Hassen;Lacoste, Francis;1
Gray, Carolyn M.;Mommer, Kerri;1
Brodziak, Sylvie;Catellin, Sylvie;1
Asbach, Olaf;Malettke, Klaus;1
Asbach, Olaf;Externbrink, Sven;1
Externbrink, Sven;Malettke, Klaus;1
Hüning, Dieter;Tuschling, Burkhard;1
Darnton, Robert;Duhamel, Olivier;1
Habib, Claude;Mouchard, Claude;1
Bar-Levav, Avriel;Stuczynski, Claude B.;1
Bar-Levav, Avriel;Heyd, Michael;1
Heyd, Michael;Stuczynski, Claude B.;1
Gillespie, Stuart;Hardie, Philip;1
Fontius, Martin;Holzhey, Helmut;1
Nisbet, H.B.;Rawson, Claude;1
Moncond’huy, D.;Noudelmann, F;1
Bolton, Lucy;Kimber, Gerri;1
Bolton, Lucy;Lewis, Ann;1
Bolton, Lucy;Seabrook, Michael;1
Ladenthin, Volker;Redecker, Anke;1
Cassin, Barbara;Ducimetière, Nicolas;1
Ducimetière, Nicolas;Spurr, David;1
la collaboration d’Antoine Faivre, avec;van den Broek, Roelof;1
Pierssens, Michel;Wagneur, Jean-Didier;1
Lefrère, Jean-Jacques;Wagneur, Jean-Didier;1
Delègue, Yves;Fraisse, Luc;1
Ansart, Pierre;Haroche, Claudine;1
Brach, Jean-Pierre;van den Broek, Roelof;1
Brach, Jean-Pierre;la collaboration d’Antoine Faivre, avec;1
Brach, Jean-Pierre;Hanegraaff, Wouter J.;1
McKay, Rea;Séguin, Marie-Thérèse;1
Hanegraaff, Wouter J.;van den Broek, Roelof;1
Hanegraaff, Wouter J.;la collaboration d’Antoine Faivre, avec;1
Cabaret, Florence;Vienne-Guerrin, Nathalie;1
Boucher, François-Emmanuël;Przychodzen, Janusz;1
Boucher, François-Emmanuël;David, Sylvain;1
David, Sylvain;Przychodzen, Janusz;1
Besson, Florian;Synowiecki, Jan;1
Berthoud-Papandropoulou, Ionna;Quiroz, Gustavo;1
Quiroz, Gustavo;Thommsen, Evelyne;1
Quiroz, Gustavo;Vogel, Christina;1
Berthoud-Papandropoulou, Ionna;Thommsen, Evelyne;1
Berthoud-Papandropoulou, Ionna;Vogel, Christina;1
Thommsen, Evelyne;Vogel, Christina;1
Alsvik, Ola;Hosar, Hans P.;1
Alsvik, Ola;Wiig, Marianne;1
Hosar, Hans P.;Wiig, Marianne;1
Gilby, Emma;Haustein, Katja;1
Marchetti, Giancarlo;Rignani, Orsola;1
Marchetti, Giancarlo;Sorge, Valeria;1
Rignani, Orsola;Sorge, Valeria;1
Clarence-Smith, William Gervase;Topik, Steven;1
Jackson, Wallace;Yoder, Paul;1
Rémi-Giraud, Sylvianne;Rétat, Pierre;1
Tomm, Jillian;Virr, Richard;1
Hartigan, Shannon;Séguin, Marie-Thérèse;1
Goldsmith, Elizabeth;Goodman, Dena;1
Irimia, Mihaela;Manea, Dragoş;1
Kong, M.;Monteiro, R.;1
Cunha, J.;Epifânio, R.;1
Epifânio, R.;Natário, C.;1
Cunha, J.;Natário, C.;1
Manea, Dragoş;Paris, Andreea;1
Irimia, Mihaela;Paris, Andreea;1
Epifânio, Renato;Santos, Octávio dos;1
Hartigan, Shannon;McKay, Rea;1
Epifânio, Renato;Teixeira, António Braz;1
Santos, Octávio dos;Teixeira, António Braz;1
Bernardo, Luís Manuel A. V.;Ferrão, Leonor;1
Petey-Girard, Bruno;Plagnol-Diéval, Marie-Emmanuelle;1
Skogan, Wesley;de Maillard, Jacques;1
Badiou-Monferran, Claire;Verjans, Thomas;1
Kong, M.;Neto, M.;1
Monteiro, R.;Neto, M.;1
Riesz, János;Schmidt-Hannisa, Hans-Walter;1
Chevillot, Frédérique;Trout, Colette;1
Harper, Marjorie;Vance, Michael;1
Bell, Bill;Bennett, Philip;1
Herman, Jan;Kremer, Natjalie;1
Herman, Jan;Swiatkowska, Marcela;1
Kremer, Natjalie;Swiatkowska, Marcela;1
Pokojska, A.;Romanowska, A.;1
Dimke-Kamola, Joanna;Loba, Anna;1
Dygul, Jolanta;Kulesza, Monika;1
Dygul, Jolanta;Sobczyk, Agata;1
Kulesza, Monika;Sobczyk, Agata;1
Górnikiewicz, Joanna;Marczuk, Barbara;1
Górnikiewicz, Joanna;Piechnik, Iwona;1
Marczuk, Barbara;Piechnik, Iwona;1
Mardaga, Pierre;Philippot, avec Paul;1
Hahn-Godefroy, Johan Dietrich;Hiernard, Jean;1
Etambala, Mathieu Zana Aziza;Mantuba-Ngoma, Mabiala;1
Desmette, Philippe;Piret, Bérengère;1
Brucculeri, Antonio;Cuneo, Cristina;1
Bru, Thérèse;de la Forêt d’Armaillé, Solène;1
Brown, Howard G.;Miller, Judith A.;1
Piret, Bérengère;Simon, Nicolas;1
Glansdorff, Sophie;Simon, Nicolas;1
Glansdorff, Sophie;Piret, Bérengère;1
Desmette, Philippe;Simon, Nicolas;1
Desmette, Philippe;Glansdorff, Sophie;1
Barlösius, Eva;Bruegel, Martin;1
Broux, Pierre-Olivier de;Simon, Nicolas;1
Broux, Pierre-Olivier de;Piret, Bérengère;1
Broux, Pierre-Olivier de;Glansdorff, Sophie;1
Broux, Pierre-Olivier de;Desmette, Philippe;1
Laforest, Guy;Tanguay, Yves;1
Gagnon, Alain-G.;Tanguay, Yves;1
Gagnon, Alain-G.;Laforest, Guy;1
Bruegel, Martin;Nicoud, Marilyn;1
Barlösius, Eva;Nicoud, Marilyn;1
Bonnain, R.;Goy, J.;1
Nicolle, Patrick;de Mazières, François;1
Bullard, Rebecca;Carnell, Rachel;1
Bouëdec, Gérard Le;Buchet, Christian;1
Buchet, Christian;Thomasset, Claude;1
Buchenau, Barbara;Paatz, Annette;1
Guyotjeannin, Olivier;Moriceau, Jean-Marc;1
Brunel, Ghislain;Moriceau, Jean-Marc;1
Brunel, Ghislain;Guyotjeannin, Olivier;1
Bruneau, Joël;de Mazières, François;1
Bruland, Kristine;Gerritsen, Anne;1
Bruneau, Joël;Nicolle, Patrick;1
Brulotte, Gaëtan;Phillips, John;1
Hudson, Pat;Riello, Giorgio;1
Gerritsen, Anne;Riello, Giorgio;1
Gerritsen, Anne;Hudson, Pat;1
Bruland, Kristine;Riello, Giorgio;1
Bruland, Kristine;Hudson, Pat;1
Brouillet, Eugénie;Tanguay, Yves;1
Brouillet, Eugénie;Laforest, Guy;1
Brouillet, Eugénie;Gagnon, Alain-G.;1
Brenner, Michael;Kaufmann, Uri R.;1
Bret-Vitoz, Renaud;Haesebroeck, Elise Van;1
Haesbroeck, Élise Van;Vincent-Arnaud, Nathalie;1
Bret-Vitoz, Renaud;Haesbroeck, Élise Van;1
Lucchini, François;Maingon, Claire;1
Brennetot, Arnaud;Maingon, Claire;1
Brennetot, Arnaud;Lucchini, François;1
Caron, Vicki;Kaufmann, Uri R.;1
Brenner, Michael;Caron, Vicki;1
Brossard, Nicole;Girouard, Lisette;1
Bremer, Thomas;Gagnoud, Andréa;1
Sabor, Peter;Todd, Janet;1
Bree, Linda;Todd, Janet;1
Bree, Linda;Sabor, Peter;1
Bravo, Paloma;d’Amico, Juan-Carlos;1
Bräutigam, Bernd;Damereau, Burghard;1
Braun, Theodore E.D.;Radner, John B.;1
