Source;Target;Weight
Devaux, Jean;Parejo, Ramón Pérez;2
Devaux, Jean;Vázquez, José Soto;2
Bruyère-Ostells, Walter;Pouget, Benoît;2
Bruyère-Ostells, Walter;Signoli, Michel;2
Pouget, Benoît;Signoli, Michel;2
Coekelberghs, Denis;Vautier, Dominique;2
Loze, Pierre;Vautier, Dominique;2
Burnand, Léonard;Poisson, Guillaume;2
Gentil, Yves Perret;Poussou, Jean-Pierre;2
Bremmer, J.;Roodenburg, H.;2
Dupraz, Emmanuel;Gheeraert-Graffeuille, Claire;2
Decron, Benoît;Pouilloux, Jean-Yves;2
Belleguic, Thierry;Tatin-Gourier, Jean-Jacques;2
Henryot, Fabienne;Martin, Philippe;2
Barberick, Anne L.;Ganim, Russell;2
Mézin, Anne;Poussou, Jean-Pierre;2
Georgeault, de Pierre;Plourde, Michel;2
Burnand, Léonard;Seth, Catriona;2
Horner, Avril;Zlosnik, Sue;2
Gentil, Yves Perret;Mézin, Anne;2
Pouzoulet, Christine;Vaillant, Alain;2
Planté, Christine;Pouzoulet, Christine;2
Bourdin, J. Cl.;Renaud, Jean;2
Keller-Privat, Isabelle;Schwerdtner, Karin;2
Pocquet, Tiphaine;Stambul, Léo;2
Brender, Natalie;Krasnoff, Larry;2
Figeac, Michel;Mao, Caroline Le;2
Mondot, Jean;Verger, Jacques;2
Cadilhon, François;Verger, Jacques;2
Genand, Stéphanie;Seth, Catriona;2
Freeman, E.;Meakin, D.;2
Brian, Éric;Demeulenaere-Douyère, Christiane;2
Daniel, Yvan;Montandon, Alain;2
Lévy, Marie-Françoise;Tsikounas, Myriam;2
Conesa, G.;Neveu, F.;2
Bret-Vitoz, Renaud;Vincent-Arnaud, Nathalie;2
Fischer, Jean-Louis;Rey, Roselyne;2
Dhuicq, Bernard;O’Donnell, Mary Ann;2
Leduc, Guyonne;O’Donnell, Mary Ann;2
Eliassen, Knut Ove;Haugen, Marius Warholm;2
Melançon, Benoît;Popovic, Pierre;2
Dhuicq, Bernard;Leduc, Guyonne;2
Porter, Roy;Roberts, Marie Mulvey;2
Cadilhon, François;Mondot, Jean;2
Martineau, France;Nadasdi, Terry;2
Bjørnstad, Hall;Régent-Susini, Anne;2
Desbarats, Catherine;Dépatie, Sylvie;2
Holmberg, Linn;Simonsen, Maria;2
Lüsebrink, Hans-Jürgen;Mix, York-Gothard;2
Cherici, Céline;Dupont, Jean-Claude;2
Charle, Christophe;Mix, York-Gothard;2
Charle, Christophe;Lüsebrink, Hans-Jürgen;2
Pascalis, Sandra;Rabreau, Daniel;2
Boillet, Danielle;Fragonard, Marie-Madeleine;2
Neiva, Saulo;Santos, Gilda;2
Chevalier, Alain;Hould, Claudette;2
Reill, Peter Hanns;Zurbuchen, Simone;2
Hofmann, Étienne;Zurbuchen, Simone;2
Hofmann, Étienne;Reill, Peter Hanns;2
Denis, Vincent;Salem, Jean;2
Böhler, Michael;Zurbuchen, Simone;2
Horn, Julia;Russell-Watts, Lynsey;2
Hächler, Stefan;Stuber, Martin;2
Quiviger, Pierre-Yves;Salem, Jean;2
Anastacio, Vanda;Neiva, Saulo;2
Marchand, Sophie;Pavy-Guilbert, Élise;2
Böhler, Michael;Reill, Peter Hanns;2
Bioy, Xavier;Eymeri-Douzans, Jean-Michel;2
Eymeri-Douzans, Jean-Michel;Mouton, Stéphane;2
Böhler, Michael;Hofmann, Étienne;2
Frantz, Pierre;Jacob, François;2
Bioy, Xavier;Mouton, Stéphane;2
Dippel, Horst;Scheuer, Helmut;2
Ertler, Klaus-Dieter;Lévrier, Alexandre;2
Ertler, Klaus-Dieter;Fischer, Michaela;2
Herlin, Denis;Serre, Solveig;2
Dion, Nicholas;Mercier, Guillemette Marot;2
Dekoninck, Ralph;Guiderdoni-Bruslé, Agnès;2
Chaline, Olivier;de Vergennes, Charles-Philippe;2
Bonnichon, Philippe;de Vergennes, Charles-Philippe;2
Prest, Julia;Thompson, Hannah;2
Popkin, R.H.;van der Zande, J.;2
Chassaigne, Philippe;Mao, Caroline Le;2
Boisson, Didier;Krumenacker, Yves;2
Simon, Yannick;Élart, Joann;2
Lavialle, Nathalie;Puech, Jean-Benoît;2
Charron, Jean;Flowers, Mary Lynne;2
André, Sylvain;Castejón, Philippe;2
Cossutta, Frédéric;Delormas, Pascale;2
André, Sylvain;Malaprade, Sébastien;2
Cossutta, Frédéric;Maingueneau, Dominique;2
Bois, Pierre-André;Krebs, Roland;2
Castejón, Philippe;Malaprade, Sébastien;2
Delormas, Pascale;Maingueneau, Dominique;2
Paquot, Thierry;Younès, Chris;2
Emerson, Catherine;Scott, Maria;2
Lejeune, Philippe;Simonet-Tenant, Françoise;2
Mougeon, Raymond;Nadasdi, Terry;2
Jeannelle, Jean-Louis;Simonet-Tenant, Françoise;2
Fragonard, Marie-Madeleine;Tropé, Hélène;2
Simonet-Tenant, Françoise;la collaboration de Michel Braud, avec;2
Bugiac, Andreea;Popa, Marius;2
Boillet, Danielle;Tropé, Hélène;2
Diu, Isabelle;Parinet, Élisabeth;2
Guiderdoni-Bruslé, Agnès;Kremer, Nathalie;2
Dekoninck, Ralph;Kremer, Nathalie;2
Bonnichon, Philippe;Chaline, Olivier;2
Jaquier, Claire;Léchot, Timothée;2
Anastacio, Vanda;Santos, Gilda;2
Leiner, Wolfgang;Ronzeaud, Pierre;2
Harris, G.T.;Wetherill, P.M.;2
Chabaud, Gilles;Penez, Jérôme;2
Cohen, Évelyne;Coquery, Natacha;2
Cohen, Évelyne;Penez, Jérôme;2
Chouquer, Gérard;Daumas, Jean-Claude;2
Coquery, Natacha;Penez, Jérôme;2
Meier, Franziska;Wild, Françoise;2
Encrevé, André;SHPF, Patrick Cabanel;2
Diaz, Béatrice;Wild, Françoise;2
Haefeli, Evan;Sweeney, Kevin;2
Bosquet, Marie-Françoise;Meitinger, Serge;2
Renneville, Marc;Richard, Nathalie;2
Choné, Paulette;Moureau, François;2
Bosquet, Marie-Françoise;Terramorsi, Bernard;2
Mougeon, Raymond;Tremblay, Mireille;2
Mathieu, Georges;la collaboration de Jean-Claude Arnould, avec;2
Meitinger, Serge;Terramorsi, Bernard;2
Nadasdi, Terry;Tremblay, Mireille;2
Choné, Paulette;Quettier, Philippe;2
Choné, Paulette;Varnier, Éric;2
Racine, Nicole;Trebitsch, Michel;2
Denis, Vincent;Quiviger, Pierre-Yves;2
Fischer, Michaela;Lévrier, Alexandre;2
Diaz, Béatrice;Meier, Franziska;2
Chabaud, Gilles;Cohen, Évelyne;2
Chabaud, Gilles;Coquery, Natacha;2
Moureau, François;Quettier, Philippe;2
Hächler, Stefan;Lienhard, Luc;1
Bartelings, Nelke;Schaeps, Jef;1
Bellavitis, Anna;Martini, Manuela;1
Mattoso, Katia de Queirosm;Santos, Idelette Muzart-Fonseca dos;1
Martini, Manuela;Sarti, Raffaella;1
Bellavitis, Anna;Sarti, Raffaella;1
Collange-Perugi, Adeline;Gomez, Clémentine Gustin;1
Kraege, Desmond-Bryan;Lécosse, Cyril;1
Gomez, Clémentine Gustin;Sarrazin, Béatrice;1
Chaline, Olivier;Sassier, Yves;1
Connors, Richard;Potter, Tiffany;1
Braverman, Charles;Mertens, Aude;1
Suarez, Michael F.;Woudhuysen, H. R.;1
Collange-Perugi, Adeline;Sarrazin, Béatrice;1
Brault, François;Simard, Jean;1
Adelman, Howard;Schabas, William A.;1
Réguer, Danie;Yannick, Marec;1
Lienhard, Luc;Stuber, Martin;1
Bouriau, Christophe;Mertens, Aude;1
Maux, Marie-Hélène;Zulli, Marc;1
Desan, Suzanne;Merrick, Jeffrey;1
Merrett, Robert James;Potter, Tiffany;1
Kraege, Desmond-Bryan;Lett, Matthieu;1
Guillemet, Dominique;Saint-Hilaire, Marc;1
Brunet, Serge;Suire, Éric;1
Lécosse, Cyril;Menal, Sybille;1
Styles, John;Vickery, Amanda;1
Bocchicchio, Rebecca Pl.;Saxton, Kirsten T.;1
Guillemet, Dominique;Roy, Alain;1
Kolfin, Elmer;Schaeps, Jef;1
Marimoutou, J.-Cl.;Racault, J.-M.;1
Buchet, Claire;Mérot, Florent;1
Augeron, Mickael;Roy, Alain;1
Margairaz, Dominique;Minard, Philippe;1
Connors, Richard;Merrett, Robert James;1
Lett, Matthieu;Lécosse, Cyril;1
Augeron, Mickael;Guillemet, Dominique;1
Marec, Yannick;la collaboration de Stéphane Rioland, avec;1
Augeron, Mickael;Saint-Hilaire, Marc;1
Dulucq, Sophie;Suremain, Marie-Albane de;1
Grasman, Edward;Schaeps, Jef;1
Kraege, Desmond-Bryan;Menal, Sybille;1
Mattoso, Katia de Queirosm;Rolland, Denis;1
Buchet, Claire;Rentet, Thierry;1
Bouriau, Christophe;Braverman, Charles;1
Magallon, Jesus Perez;Mestre Zaragoza, Marina;1
Chalk, Frank;Kiss, Alexandre;1
Perkins, Pam;Saint-Martin, Armelle;1
Alexandre, Philippe;Samuel-Scheyder, Monique;1
James-Sarazin, Ariane;Vaysse, Élodie;1
James-Sarazin, Ariane;Salomé, Laurent;1
Shushan, Elle;la collaboration de Graham Boettcher, avec;1
Salomé, Laurent;Vaysse, Élodie;1
Matthews-Schlinzig, Marie Isabel;Strobel, Jochen;1
Matthews-Schlinzig, Marie Isabel;Steinbrink, Gesa;1
Lloyd, Stephen;Shushan, Elle;1
Lichtenstein, Jacqueline;Michel, Christian;1
Hroděj, Philippe;Michaud, Christine;1
Matthews-Schlinzig, Marie Isabel;Schuster, Jörg;1
Philippot, avec Paul;Vautier, Dominique;1
Loze, Pierre;Philippot, avec Paul;1
Allmendinger, Blake;Matsumoto, Valerie;1
Coekelberghs, Denis;Philippot, avec Paul;1
Mathis, Rémi;Sueur-Hermel, Valérie;1
Mardaga, Pierre;Vautier, Dominique;1
Magnusson, Carl;Michel, Christian;1
Leoni, Simona Boscani;Mathieu, Jon;1
Laursen, John Christian;Mannies, Whitney;1
Michel, Alain;Paty, Michel;1
Faroult, Guillaume;Trey, Juliette;1
Blain, Marie;Masson, Pierre;1
Faroult, Guillaume;Salmon, Xavier;1
Michel-Évrard, Isabelle;Wachenheim, Pierre;1
Salmon, Xavier;Trey, Juliette;1
Lloyd, Stephen;la collaboration de Graham Boettcher, avec;1
Mézin, Anne;Rjéoutski, Vladislav;1
Martínez, Margarita Barral;San Narciso, David;1
Mérot, Florent;Rentet, Thierry;1
Lécosse, Cyril;Michel, Christian;1
Menal, Sybille;Michel, Christian;1
Chalk, Frank;Schabas, William A.;1
Mestre Zaragoza, Marina;Rabaté, Philippe;1
Steinbrink, Gesa;Strobel, Jochen;1
Magallon, Jesus Perez;Rabaté, Philippe;1
Lett, Matthieu;Michel, Christian;1
Schuster, Jörg;Strobel, Jochen;1
Coekelberghs, Denis;Mardaga, Pierre;1
Giné, M.;Parra, M.;1
Jarnoux, Philippe;Mathan, Anne de;1
Loze, Pierre;Mardaga, Pierre;1
Parra, M.;Santa, À.;1
Legros, Huguette;Mathey-Maille, Laurence;1
Armenteros, Carolina;San Narciso, David;1
Giné, M.;Santa, À.;1
Métraux, Maxime Georges;Notter, Annick;1
Kraege, Desmond-Bryan;Michel, Christian;1
Siganos, André;Vierne, Simone;1
Metzger, Alexis;Rémy, Frédérique;1
Salaün, Serge;Étienvre, Françoise;1
Mathan, Anne de;Pourchasse, Pierrick;1
Armenteros, Carolina;Martínez, Margarita Barral;1
Meynen, Nicolas;d’Orgeix, Émile;1
Prest, Viviane;Sheridan, Geraldine;1
Schuster, Jörg;Steinbrink, Gesa;1
Kiss, Alexandre;Schabas, William A.;1
Grasman, Edward;Kolfin, Elmer;1
Mee, Jon;Sangster, Matthew;1
Merlio, Gilbert;Pelletier, Nicole;1
Cagiano, Letizia Norci;Martin, Christophe;1
Martin, Jean-Pierre;Nédelec, Claudine;1
Erlendsdóttir, Erla;Martinell, Emma;1
Chartier, Roger;Martin, Henri-Jean;1
Menant, Sylvain;Morrissey, Robert;1
Buchet, Luc;Ginnaio, Monica;1
Buchet, Luc;Séguy, Isabelle;1
Menant, Sylvain;la collaboration de Julie Meyers, avec;1
Morrissey, Robert;la collaboration de Julie Meyers, avec;1
Devereaux, Simon;May, Allyson N.;1
Menin, Marco;Rustighi, Lorenzo;1
Mentzer, Raymond A.;Moreil, Françoise;1
Bentley, Delia;Smith, John Charles;1
Cagiano, Letizia Norci;Plazenet, Laurence;1
Martin, Christophe;Plazenet, Laurence;1
Sgard, Jean;Volpilhac-Auger, Catherine;1
Mellot, Jean-Dominique;la collaboration de Marie-Hélène Tesnière, avec;1
Ginnaio, Monica;Séguy, Isabelle;1
Bove, Laurent;Dagron, Tristan;1
Bove, Laurent;Secretan, Catherine;1
Leblanc, Frédérique;Sorel, Patricia;1
Gasser, Peter;Söring, Jürgen;1
Dagron, Tristan;Secretan, Catherine;1
Antoine-Mahut, Delphine;Secretan, Catherine;1
McDowell, Gary L.;Sheehan, Colleen A.;1
Hoquet, Thierry;Spector, Céline;1
Seamon, David;Zajonc, Arthur;1
Lachaud, Frédérique;Scordia, Lydwine;1
Schneider, Robert A.;Schwartz, Robert M.;1
Adelman, Howard;Shelton, Dinah L.;1
Hamm, Christophe;Raimbault, Jérôme;1
Martin, Marguerite;Villeret, Maud;1
Nardout-Lafarge, Élisabeth;Vachon, Stéphane;1
Cropsey, Joseph;Strauss, Leo;1
Martineau, Jane;Robison, Andrew;1
Jourdan, Annie;Meerhof, Kees;1
Siskin, Clifford;Warner, William;1
Skuncke, Marie-Christine;la collaboration de Brigitta Berglund-Nilsson, avec;1
Skuncke, Marie-Christine;Wells, Byron R.;1
Wells, Byron R.;la collaboration de Brigitta Berglund-Nilsson, avec;1
Sloboda, Stacey;Yonan, Michael;1
May, Allyson N.;Smith, Greg T.;1
Devereaux, Simon;Smith, Greg T.;1
Martin, Marie-Pauline;Savettieri, Chiara;1
Mirguet, Françoise;Ypersele, Laurence Van;1
McNerney, Kathleen;de Salamanca, Cristina Enriquez;1
Conway, Alison;McMurran, Mary Helen;1
McMaster, Juliet;Stovel, Bruce;1
Mehl, Édouard;Roudet, Nicolas;1
Haquette, Jean-Louis;Meise, Helga;1
Melançon, Robert;Vachon, Stéphane;1
Sirvent Ramos, Ángeles;Tonda, María Ángeles Llorca;1
Mirguet, Françoise;Servais, Paul;1
McLeod, Hugh;Ustorf, Werner;1
Servais, Paul;Ypersele, Laurence Van;1
Simpson, Kenneth;Young, Ronnie;1
Servais, Paul;van Ipersele, Laurence;1
McLean, Ralph;Simpson, Kenneth;1
McLean, Ralph;Young, Ronnie;1
Melançon, Robert;Nardout-Lafarge, Élisabeth;1
McKee, Jane;Vigne, Randolphe;1
Duviols, Jean-Paul;Molinié, Annie;1
Molinié, Annie;Serrano, Carlos;1
Duviols, Jean-Paul;Serrano, Carlos;1
Miller, Judith A.;Serna, Pierre Antonino De Francesco;1
Spierling, Karen E.;de Boer, Erik A.;1
Chareyre, Philippe;Mentzer, Raymond A.;1
Chalk, Frank;Shelton, Dinah L.;1
Marquer, Éric;Rateau, Paul;1
Delon, Michel;Stewart, Philip;1
Bindman, David;Ford, Lisa;1
Schandeler, Jean-Pierre;Vienne-Guerrin, Nathalie;1
Merle, Alexandra;Oïffer-Bomsel, Alicia;1
Molà, Luca;Riello, Giorgio;1
Molà, Luca;Schäfer, Dagmar;1
Ford, Lisa;Marschner, Joanna;1
Riello, Giorgio;Schäfer, Dagmar;1
Dard, Olivier;Monier, Frédéric;1
Benninghaus, Christina;Søland, Birgitte;1
Claeys, Gregory;Sargent, Lyman Tower;1
Bindman, David;Marschner, Joanna;1
Adelman, Howard;Chalk, Frank;1
Adelman, Howard;Kiss, Alexandre;1
Kerlouégan, François;Mas, Marion;1
Holder, R. Ward;Spierling, Karen E.;1
Jordan, Alyce A.;Marquardt, Janet T.;1
Bouton, Christophe;Stiegler, Barbara;1
Bartelings, Nelke;Grasman, Edward;1
Dion, Nicholas;Marot Mercier, Guillemette;1
Marmasse, Gilles;Picardi, Roberta;1
Ilmakunnas, Johanna;Stobart, Jon;1
Benninghaus, Christina;Maynes, Mary Jo;1
Mannies, Whitney;Masroori, Cyrus;1
Laursen, John Christian;Masroori, Cyrus;1
Alonso, José Luis Ruiz-Peinado;Marin, Richard;1
Meddeb, Abdelwahab;Stora, Benjamin;1
Bartelings, Nelke;Kolfin, Elmer;1
Gregg, Lynn Weinlos;Stovel, Bruce;1
Maynes, Mary Jo;Søland, Birgitte;1
Frith, Nicola;Marsh, Kate;1
Dard, Olivier;Marton, Silvia;1
Marton, Silvia;Monier, Frédéric;1
Mazauric, Simone;Moreau, Pierre-François;1
Holder, R. Ward;de Boer, Erik A.;1
Starkey, Janet;Starkey, Paul;1
Noyes, Gertrude E.;Starnes, De Witt T.;1
Maillard, Christophe;Statius, Pierre;1
Raimbault, Jérôme;Schwartz, Franck;1
Hamm, Christophe;Schwartz, Franck;1
Dorland, Tamera;Steele, Brett D.;1
Hurley, Cecilia;Schürmann, Dorothea Schwinn;1
Stephanson, Raymond;Wagner, Darren N.;1
Sirvent Ramos, Ángeles;Sáez, María Isabel Corbí;1
Hurley, Cecilia;Schubiger, Benno;1
Guillon, Déborah;Martinez, Jean-Luc;1
Schubiger, Benno;Schürmann, Dorothea Schwinn;1
Scholz, Natalie;Schroer, Christina;1
Schnakenbourg, Éric;Ternat, François;1
Lambraki-Plaka, Marina;Martinez, Jean-Luc;1
Simonetta, David;de Vitry, Alexandre;1
Chareyre, Philippe;Moreil, Françoise;1
Hoffmann, Stanley;McDonald, Christie;1
McClive, Cathy;Pellegrin, Nicole;1
Guillon, Déborah;Lambraki-Plaka, Marina;1
Levi, Giovanni;Schmitt, Jean-Claude;1
Kiss, Alexandre;Shelton, Dinah L.;1
Schabas, William A.;Shelton, Dinah L.;1
Nakagawa, Hisayasu;Schlobach, Jochen;1
Mazzocut-Mis, Maddalena;Messori, Rita;1
Martinière, Guy;Vaultier, Jean-Bernard;1
Mercier-Faivre, Anne-Marie;O’Dea, Michael;1
Pénet, Pierre-Hippolyte;Scherf, Guilhem;1
Claeys, Gregory;Schaer, Roland;1
Grélé, Denis D.;Mulryan, Michael J.;1
Lett, Matthieu;Menal, Sybille;1
Murr, Dimitri El;Partene, Elena;1
Parker, Kate;Smith, Courtney Weiss;1
Frangenberg, Thomas;Palmer, Rodney;1
Pagliai, Letizia;Sofia, Francesca;1
Pagella, Enrica;di Balme, Clelia Amaldi;1
Benítez, Miguel;Dybikowski, James;1
Dybikowski, James;Paganini, Gianni;1
Benítez, Miguel;Paganini, Gianni;1
Jacob, Margaret;Laursen, John Christian;1
Jacob, Margaret;Paganini, Gianni;1
Paganini, Gianni;Tortarolo, Edoardo;1
Shaw, Philip;Simpson, Philippa;1
Padiyar, Satish;Simpson, Philippa;1
Mosser, Monique;Rabreau, Daniel;1
Brunon, Hervé;Rabreau, Daniel;1
Brunon, Hervé;Mosser, Monique;1
Padiyar, Satish;Shaw, Philip;1
Owens, Patricia;Rietzler, Katharina;1
Ouannada, Halima;Tlili, Mahbouba Saï;1
Otchakovsky-Laurens, François;Verdon, Laure;1
Parker, Kate;Sclippa, Norbert;1
Berriot-Salvadore, Évelyne;Pascal, Catherine;1
Ostrowski, Jan K.;Scherf, Guilhem;1
Pascal, Catherine;Ventresque, Renée;1
Chareyre, Philippe;Menges-Mironneau, Claude;1
Menges-Mironneau, Claude;Mironneau, Paul;1
Chareyre, Philippe;Pébay-Clottes, Isabelle;1
Martinez, Jean-Luc;de Florence Dinet, assistés;1
Lelouvier, Yves-Noël;Quinsart, Gilles;1
Duffeix, Rebecca;Quiquempois, Olivier;1
Mironneau, Paul;Pébay-Clottes, Isabelle;1
Menges-Mironneau, Claude;Pébay-Clottes, Isabelle;1
Labelle, Kathryn;Peace, Thomas;1
Peabody, Sue;Stovall, Tyler;1
Nelles, Paul;Salzberg, Rosa;1
Patin, Nicolas;Pinsolle, Dominique;1
Rabreau, Daniel;Tollon, Bruno;1
Pastore Stocchi, Manlio;Pizzamiglio, Gilberto;1
Paschoud, Adrien;Vuillemin, Nathalie;1
Fragonard, Marie-Madeleine;Ventresque, Renée;1
Berriot-Salvadore, Évelyne;Fragonard, Marie-Madeleine;1
Berriot-Salvadore, Évelyne;Ventresque, Renée;1
Fragonard, Marie-Madeleine;Pascal, Catherine;1
Ragan, Bryant T. Jr.;Williams, Elizabeth A.;1
Capella, Audric;Vernier, Olivier;1
Reeser, Todd W.;Seifert, Lewis C.;1
Frood, Elizabeth;Harmansah, Ömür;1
Rainhorn, Judith;Terrier, Didier;1
Carenco, Céline;Ramaut, Alban;1
Ramaut, Alban;Saby, Pierre;1
Ollagnier, Claire;Rabreau, Daniel;1
José, Oliver Frade;Menèndez, Alberto Relancio;1
Ogée, Frédéric;Strugnell, Anthony;1
Raschi, Nataša;Trinchero, Cristina;1
Ogawa, Kimiyo;Suzuki, Mika;1
Argent, Gesine;Rjéoutski, Vladislav;1
Argent, Gesine;Ryazanova-Clarke, Lara;1
Rjéoutski, Vladislav;Ryazanova-Clarke, Lara;1
Argent, Gesine;Offord, Derek;1
Offord, Derek;Rjéoutski, Vladislav;1
Offord, Derek;Ryazanova-Clarke, Lara;1
O’Malley, Maria;Renen, Denys Van;1
Moxham, Noah;Raymond, Joad;1
O’Donnell, Katherine;O’Rourke, Michael;1
O’Dea, Michael;Whelan, Kevin;1
Rees, Joachim;Tilgner, Hilmar;1
Frood, Elizabeth;Salvador, Chiara;1
Harmansah, Ömür;Salvador, Chiara;1
Harmansah, Ömür;Ragazzoli, Chloé;1
Frood, Elizabeth;Ragazzoli, Chloé;1
Ragazzoli, Chloé;Salvador, Chiara;1
Callemein, Gwenaëlle;Vernier, Olivier;1
Callemein, Gwenaëlle;Capella, Audric;1
Capella, Audric;Ortolani, Marc;1
Callemein, Gwenaëlle;Ortolani, Marc;1
Milbach, Sylvain;Vernier, Olivier;1
Briege, François;Vernier, Olivier;1
Briege, François;Milbach, Sylvain;1
Milbach, Sylvain;Ortolani, Marc;1
Briege, François;Ortolani, Marc;1
Hollender, Bénédicte Decourt;Vernier, Olivier;1
Hollender, Bénédicte Decourt;Ortolani, Marc;1
Deharbe, Karine;Ortolani, Marc;1
Gibbs, G.C.;Scott, H.M.;1
Oresko, Robert;Scott, H.M.;1
Gibbs, G.C.;Oresko, Robert;1
Orain, Arnaud;Pichon, Philippe Le;1
Bellini, Laura Este;Omacini, Lucia;1
Harribey, Jean-Marie;Oltra, Vanessa;1
Chareyre, Philippe;Mironneau, Paul;1
Pédron, Anaïs;Siviter, Clare;1
Pellegrin, Nicole;Winn, Colette H.;1
Porset, Charles;Révauger, Cécile;1
Floyd-Wilson, Mary;Postan, Gail Kern;1
Floyd-Wilson, Mary;Rowe, Katherine;1
Mitchell, Linda C.;Poster, Carol;1
Georgeault, de Pierre;la collaboration de Hélène Duval, avec;1
Plourde, Michel;la collaboration de Hélène Duval, avec;1
Georgeault, de Pierre;la collaboration d’Hélène Duval, avec;1
Plourde, Michel;la collaboration d’Hélène Duval, avec;1
Georgeault, Pierre;Plourde, Michel;1
Lusset, Élisabeth;Poutrin, Isabelle;1
Guitard-Morel, Josiane;Poyet, Thierry;1
Plain, Gill;Sellers, Susan;1
Pradeau, Christophe;Reguig, Delphine;1
Ruiz, Teofilo F.;Symcox, Geoffrey;1
Piterberg, Gabriel;Symcox, Geoffrey;1
François, Olivier;Prémonville, Antoine-Louis de;1
Laloux, Ludovic;Prémonville, Antoine-Louis de;1
François, Olivier;Laloux, Ludovic;1
Prest, Julia;Rowlands, Guy;1
Piterberg, Gabriel;Ruiz, Teofilo F.;1
Postan, Gail Kern;Rowe, Katherine;1
Bossi, M.;Poggi, S.;1
Peltre, Christine;von der Brüggen, Viktoria;1
Pohl, Nicole;Tooley, Brenda;1
Paré, François;Poirier, Guy;1
Poirier, Guy;Russell, Delbert W.;1
Paré, François;la collaboration de Christine McWebb, avec;1
Russell, Delbert W.;la collaboration de Christine McWebb, avec;1
Paré, François;Russell, Delbert W.;1
Perrin, Jean-François;Poirson, Martial;1
Poirson, Poirson;Roussel-Leriche, Françoise;1
Poli, Jean-Dominique;Talamoni, Jean-Guy;1
Poncet, Olivier;Storez-Brancourt, Isabelle;1
Poncet, Olivier;Weidenfeld, Katia;1
Ponzetto, Valentina;la collaboration de Sylvain Ledda, avec;1
Popkin, Jeremy D.;Popkin, Richard H.;1
Popkin, Richard H.;van der Zande, Johan;1
Popovic, Alexandre;Veinstein, Gilles;1
Dulucq, Sophie;Lambert, David;1
Poirier, Guy;la collaboration de Christine McWebb, avec;1
Fontana, Vincent;Porret, Michel;1
Maugué, Ludovic;Porret, Michel;1
Fontana, Vincent;Maugué, Ludovic;1
Prétou, Pierre;Roland, Denis;1
Brunel, Pierre;la collaboration de Marie-Françoise Hamard, avec;1
Pistone, Danièle;la collaboration de Marie-Françoise Hamard, avec;1
Brunel, Pierre;Pistone, Danièle;1
Gaillard, François;Picq, Pascal;1
Nouschi, Marc;Picq, Pascal;1
Picq, Pascal;Vigarello, Geroges;1
Philippot, Paul;Vautier, Dominique;1
Anstey, Peter R.;Prunea-Bretonnet, Tinca;1
Loze, Pierre;Philippot, Paul;1
Coekelberghs, Denis;Philippot, Paul;1
Egli, Hans-Rudolf;Pfister, Christian;1
Puig-Samper Mulero, Miguel Ángel;Rebok, Sandra;1
Fronhöfer, Andrea;Putz, Hannelore;1
Gauvin, Jean-François;Pyenson, L.;1
Pettit, Alexander;Spedding, Patrick;1
Laurine, Quetin;Tatin-Gourier, Jean-Jacques;1
Marec, Yannick;Petit, Jacques-Guy;1
Foucard-Walter, Élisabeth;Queyrel Bottineau, Anne;1
Quignard, Marie-Françoise;Seckel, Raymond-Josué;1
Martinez, Jean-Luc;Quillet, Chantal;1
Quillet, Chantal;de Florence Dinet, assistés;1
Lassus, Jean-Marie;Pérez Siller, Javier;1
Azoulay, Élizabeth;Picq, Pascal;1
Nouschi, Marc;Vigarello, Geroges;1
Gaillard, François;Vigarello, Geroges;1
Godineau, Dominique;Pingué, Danièle;1
Piront, Julie;Sénard, Adriana;1
Kerlan-Stephens, Anne;Pirazzoli-t’Serstevens, Michèle;1
Poton, Didier;Prétou, Pierre;1
Prévost, Marie-Laure;Thomas, Chantal;1
Godineau, Dominique;Jolle, Anne;1
Jolle, Anne;Rothiot, Jean-Paul;1
Godineau, Dominique;Rothiot, Jean-Paul;1
Jolle, Anne;Pingué, Danièle;1
Clavel-Levêque, Monique;Ouachour, Fatima;1
Azoulay, Élizabeth;Vigarello, Geroges;1
Ouachour, Fatima;Pimouguet-Pédarros, Isabelle;1
Clavel-Levêque, Monique;Pimouguet-Pédarros, Isabelle;1
Pignon, Gilles;Rebeyrotte, Jean-François;1
Azoulay, Élizabeth;Gaillard, François;1
Darmon, Jean-Charles;Delon, Michel;1
Haan, Bertrand;Priotti, Jean-Philippe;1
Azoulay, Élizabeth;Nouschi, Marc;1
Gaillard, François;Nouschi, Marc;1
Siebers, Winfried;Tilgner, Hilmar;1
Lyons, Mary Ann;O’Connor, Thomas;1
Roy, Alain;Saint-Hilaire, Marc;1
Rohwetter, Christina;Slavuljica, Marita;1
Slavuljica, Marita;Wittmann, Heiner;1
Roland, Hubert;Schmitz, Sabine;1
Mignot, Dominique Aimé;Montauban, Jean-Gabriel;1
Lechner, Georg;Rollig, Stella;1
Paquot, Thierry;Roncayolo, Marcel;1
Rooney, Sierra;Wingate, Jennifer;1
Montali, Jean-Marie;de Marnhac, Anne;1
Rooney, Sierra;Senie, Harriet;1
Senie, Harriet;Wingate, Jennifer;1
Keller, Vera;Roos, Anna Marie;1
Declercq, Gilles;Rosellini, Michèle;1
Dupuy, Marie-Anne;Rosenberg, Pierre;1
Choudury, Mita;Rosenthal, Laura J.;1
Bourel, Sylvie;Portes, Laurent;1
