;coeditor1;coeditor2;count
2030;Davis, Hans T.;Mendel, Arthur;2
478;Kleiman-Lafon, Sylvie;Vasset, Sophie;2
477;Barr, Rebecca Anne;Vasset, Sophie;2
476;Barr, Rebecca Anne;Kleiman-Lafon, Sylvie;2
4867;Revill, George;Wrigley, Richard;2
5857;Davis, Natalie Zemon;Farge, Arlette;2
5861;Hugueny-Léger, Élise;Verdier, Caroline;2
5862;Klucinskas, Jean;Vallée, Jean-François;2
4840;Nabonnand, Philippe;Rollet, Laurent;2
2064;Destrempes, Hélène;Morency, Jean;2
5727;Grenouillet, Corinne;Reverzy, Éléonore;2
5879;Leonhard, Jörn;Lüsebrink, Hans-Jürgen;2
2133;Delon, Michel;d’Oria, Michèle Sajous;2
4780;Despierres, Claire;Krazem, Mustapha;2
2207;Desmette, Philippe;Martin, Philippe;2
2142;Demarcq, Marie-Pierre;de Préneuf, Jean;2
2143;Demarcq, Marie-Pierre;de Sivry, Sophie;2
2144;de Préneuf, Jean;de Sivry, Sophie;2
5919;Fernandez, Maria Jesús;Leal, Maria Luisa;2
5920;Benito, Ana Belen Garcia;Leal, Maria Luisa;2
377;Fröhlicher, Peter;Zöllner, Reto;2
376;Bähler, Ursula;Zöllner, Reto;2
375;Bähler, Ursula;Fröhlicher, Peter;2
5921;Benito, Ana Belen Garcia;Fernandez, Maria Jesús;2
2200;Deschênes, Gaston;Vaugeois, Denis;2
2156;Deneys-Tunney, Anne;Zarka, Yves Charles;2
2158;Denis, Vincent;Milliot, Vincent;2
3443;Larrère, Catherine;Volpilhac-Auger, Catherine;2
3449;Laursen, John Christian;Paganini, Gianni;2
392;Balani, Donatella;Carpananetto, Dino;2
393;Balani, Donatella;Roggero, Marina;2
394;Carpananetto, Dino;Roggero, Marina;2
3472;Le Borgne, Françoise;Montandon, Alain;2
4836;Ferrier, Béatrice;de Peretti, Isabelle;2
4695;Lemonnier-Delpy, Marie-Françoise;Viollet, Catherine;2
4297;Rollet, Laurent;Schiavon, Martina;2
2237;Calle-Gruber, Mireille;Fouque, Antoinette;2
2236;Calle-Gruber, Mireille;Didier, Béatrice;2
2235;Didier, Béatrice;Fouque, Antoinette;2
4308;Rosset, François;Triaire, Dominique;2
4802;Baridon, Michel;Jonard, Norbert;2
395;Balayre, Amélie;Bras, Claire Le;2
4800;Santa, Àngels;Solé, Cristina;2
305;Auraix-Jonchière, Pascale;Bernard-Griffiths, Simone;2
410;Blanchard, Pascal;Lemaire, Sandrine;2
2118;Delabastita, Dirk;d’Hulst, Lieven;2
399;Bras, Claire Le;Rousselot, Nathan;2
2123;Delia, Luigi;Hoarau, Fabrice;2
397;Balayre, Amélie;Rousselot, Nathan;2
497;Penke, Olga;Szás, Géza;2
4885;Chelebourg, Christian;Martens, David;2
4886;Chelebourg, Christian;Watthee-Delmotte, Myriam;2
516;Bartolotti, Fabien;Daumalin, Xavier;2
270;Audidière, Sophie;Bourdin, Jean-Claude;2
623;Krampl, Ulrike;Retaillaud-Bajac, Emmanuelle;2
622;Beck, Robert;Retaillaud-Bajac, Emmanuelle;2
1920;Cram, David;Linn, Andrew;2
1921;Cram, David;Nowak, Elke;2
1922;Linn, Andrew;Nowak, Elke;2
621;Beck, Robert;Krampl, Ulrike;2
5337;Hunkeler, Thomas;Rizek, Martin;2
3310;Kearns, James;Vaisse, Pierre;2
612;Bourdin, Philippe;Wolff, Charlotta;2
611;Beaurepaire, Pierre-Yves;Wolff, Charlotta;2
610;Beaurepaire, Pierre-Yves;Bourdin, Philippe;2
2854;Rius, Rosa;Schiavo, Piero;2
597;Dessureault, Christian;Goy, Joseph;2
4393;Curran, Jane V.;Schwarz, Hans-Günther;2
3913;Mouchel, Christian;Nativel, Colette;2
5785;Ebert, Juliane;Wodianka, Stephanie;2
941;Loty, Laurent;Richard, Nathalie;2
5993;Aprile, Sylvie;Retaillaud-Bajac, Emmanuelle;2
3928;Murphy, Kevin;O’Driscoll, Sally;2
5741;Rieger, Dietmar;Vickermann-Ribémont, Gabriele;2
684;Benoit-Dusausoy, Annick;Fontaine, Guy;2
2862;Lequan, Mai;Sosoe, Lukas;2
2860;Lang, Dimitri;Lequan, Mai;2
1883;Coudreuse, Anne;Simonet-Tenant, Françoise;2
2322;Dubel, Sandrine;Rabau, Sophie;2
2858;Grapotte, Sophie;Lang, Dimitri;2
5733;Brunet, Manon;Gagnon, Serge;2
2312;Droixhe, Daniel;Lemaire, Jacques Ch.;2
5998;Parkin, John;Phillips, John;2
3945;Nancy, Sarah;de Gasquet, Julia Gros;2
3944;Naliwajek, Zbigniew;Zurowska, Joanna;2
641;Bellavitis, Anna;Micheletto, Beatrice Zucca;2
1902;Courtney, Cecil;Mander, Jenny;2
5999;Pryzchodniak, Zbigniew;Séginger, Gisèle;2
4950;Cooper-Richet, Diana;Vicens-Pujol, Carlota;2
635;Belin, Olivier;Ferran, Florence;2
589;Beaulieu, Alain;Chaffray, Stéphanie;2
5988;Payne, Christiana;Vaughan, William;2
3322;Barbagli, Marzio;Kertzer, David I.;2
3356;Knopper, Françoise;Ruiz, Alain;2
3349;Minard, Philippe;Orain, Arnaud;2
1978;D’Enfert, Renaud;Fonteneau, Virginie;2
1979;D’Orgeix, Émilie;Meynen, Nicolas;2
546;Dood, Diane;Rousseau, Nicole;2
545;Bates, Christina;Rousseau, Nicole;2
544;Bates, Christina;Dood, Diane;2
1984;Maral, Alexandre;Milovanovic, Nicolas;2
1988;Barrovecchio, Anne-Sophie;Dagen, Jean;2
3347;Klotz, Gérard;Minard, Philippe;2
2700;Garapon, Jean;Zonza, Christian;2
3363;Fauskevag, Svein-Eirik;Kolder, Trude;2
5832;Brancher, Dominique;Burg, Gaëlle;2
5833;Berjola, Giovanni;Brancher, Dominique;2
5834;Berjola, Giovanni;Burg, Gaëlle;2
519;Buti, Gilbert;Raveux, Olivier;2
517;Bartolotti, Fabien;Raveux, Olivier;2
3348;Klotz, Gérard;Orain, Arnaud;2
4268;McKenna, en collaboration avec Antony;Rivara, Annie;2
1947;Cropp, Glynnis M.;Watts, Noel R.;2
1957;Cuillé, Tili Boon;Szmurlo, Karyna;2
1948;Collins, Roger D.J.;Cropp, Glynnis M.;2
1949;Cropp, Glynnis M.;Howe, K. R.;2
1950;Collins, Roger D.J.;Watts, Noel R.;2
1951;Howe, K. R.;Watts, Noel R.;2
1952;Collins, Roger D.J.;Howe, K. R.;2
1953;Cross, Maire F.;Williams, David;2
1954;Csergo, Julia;Desbuissons, Frédérique;2
3330;Kisluk-Grosheide, Daniëlle;Rondot, Bertrand;2
2852;Granadas, Miguel A.;Rius, Rosa;2
3905;Mosser, Monique;Teyssot, Georges;2
3332;Haltzel, Michael H.;Klaits, Joseph;2
3334;Klein, Boris;Martin, Philippe;2
3335;Klein, Boris;Roman, Sébastien;2
3336;Martin, Philippe;Roman, Sébastien;2
566;Baulez, Christian;Vignon, Charlotte;2
2853;Granadas, Miguel A.;Schiavo, Piero;2
940;Loty, Laurent;Renneville, Marc;2
5635;Jørgensen, Steen Bille;Rüth, Axel;2
1685;Quettier, Philippe;Varnier, Éric;2
4522;Foisy, Suzanne;Thérien, Claude;2
1452;Capdevila, Luc;Sainclivier, Jacqueline;2
1453;Cassagnes, Sophie;Cocaud, Martine;2
5420;Eche, Antoine;Kremer, Nathalie;2
1455;Cassagnes, Sophie;Sainclivier, Jacqueline;2
1457;Cocaud, Martine;Sainclivier, Jacqueline;2
5227;Desan, Philippe;Desormeaux, Daniel;2
4113;Pioffet, Marie-Christine;la collaboration d’Andreas Motsch, avec;2
2577;Fleming, Patricia Lockhart;Gallichan, Gilles;2
1450;Capdevila, Luc;Cocaud, Martine;2
2578;Fleming, Patricia Lockhart;Lamonde, Yvan;2
4107;Pingué, Danièle;Rothiot, Jean-Paul;2
3078;Heulot-Petit, Françoise;Michel, Lise;2
5438;Giron-Panel, Caroline;Yon, Jean-Claude;2
5439;Serre, Solveig;Yon, Jean-Claude;2
5446;Bjørnstad, Hall;Jordheim, Helge;2
1684;Moureau, François;Varnier, Éric;2
5419;Duquaire, Alexandre;Eche, Antoine;2
1449;Capdevila, Luc;Cassagnes, Sophie;2
62;Alexandre, Philippe;Schillinger, Jean;2
5418;Duquaire, Alexandre;Kremer, Nathalie;2
1431;Candaux, Jean-Daniel;Donato, Clorinda;2
1432;Candaux, Jean-Daniel;Häseler, Jens;2
1433;Cernuschi, Alain;Donato, Clorinda;2
1434;Cernuschi, Alain;Häseler, Jens;2
1435;Donato, Clorinda;Häseler, Jens;2
6129;Carnier, Marc;Meijns, Brigitte;2
3628;Greilich, Susanne;Mollier, Jean-Yves;2
1190;Landi, Sandro;Rouchon, Olivier;2
1185;Boutier, Jean;Marin, Brigitte;2
1189;Boutier, Jean;Rouchon, Olivier;2
1188;Boutier, Jean;Landi, Sandro;2
1443;Canziani, Guido;la collaboration de Marialuisa Baldi, avec;2
1444;Canziani, Guido;Paganini, Gianni;2
1445;Paganini, Gianni;la collaboration de Marialuisa Baldi, avec;2
1187;Marin, Brigitte;Romano, Antonella;2
1186;Boutier, Jean;Romano, Antonella;2
5448;Jordheim, Helge;Régent-Susini, Anne;2
5209;Mougin, Mathilde;Porte, Emmanuel;2
3712;Martineau, France;Tremblay, Mireille;2
1530;Caude, Élisabeth;Saule, Béatrix;2
5467;Grésillon, Almuth;Lebrave, Jean-Louis;2
5197;Barthélémy, Tiphaine;Couroucli, Maria;2
2468;Brizon, Claire;Lee, Chonja;2
2467;Wismer, Étienne;Étienne, Noémie;2
5194;Keen, Catherine;Midgley, David;2
5193;Emden, Christian;Midgley, David;2
5192;Emden, Christian;Keen, Catherine;2
4080;Gleckner, Robert F.;Pfau, Thomas;2
1113;Bourassa, Yves;Landry, Alexandre;2
5190;Miglioli, Nathalie;Ouellet, Pierre-Olivier;2
2466;Lee, Chonja;Étienne, Noémie;2
2465;Brizon, Claire;Étienne, Noémie;2
5475;Coutelet, Nathalie;Moindrot, Isabelle;2
3709;Martin, Roxane;Nordera, Marina;2
5502;Biron, Michel;Popovic, Pierre;2
3710;Martineau, France;Mougeon, Raymond;2
2469;Brizon, Claire;Wismer, Étienne;2
1114;Bourassa, Yves;Laquerre, Marie-Lise;2
5208;Léger, Pierre;Porte, Emmanuel;2
1131;Bernard, Mathias;Caron, Jean-Claude;2
5207;Léger, Pierre;Mougin, Mathilde;2
5206;Carmona, Ilona;Porte, Emmanuel;2
5205;Carmona, Ilona;Mougin, Mathilde;2
5204;Carmona, Ilona;Léger, Pierre;2
5203;Bordes, Laura;Porte, Emmanuel;2
5202;Bordes, Laura;Mougin, Mathilde;2
1505;Dotoli, Giovanni;Selvaggio, Mario;2
1130;Bernard, Mathias;Bourdin, Philippe;2
2470;Lee, Chonja;Wismer, Étienne;2
3608;Louvat-Molozay, Bénédicte;Salaün, Franck;2
1118;Laquerre, Marie-Lise;Massé, Stéphanie;2
1117;Landry, Alexandre;Massé, Stéphanie;2
1116;Landry, Alexandre;Laquerre, Marie-Lise;2
5201;Bordes, Laura;Léger, Pierre;2
5200;Bordes, Laura;Carmona, Ilona;2
1115;Bourassa, Yves;Massé, Stéphanie;2
1430;Candaux, Jean-Daniel;Cernuschi, Alain;2
1193;Bouvier, Béatrice;Leniaud, Jean-Michel;2
5251;Forment, Lise;Pocquet, Tiphaine;2
1286;van Dijk, Suzan;van Oostrum, Pim;2
5352;Parejo, Ramón Pérez;Vázquez, José Soto;2
5314;Hoagwood, T.;Watkins, D.;2
5353;Parejo, Ramón Pérez;Vetters, Carl;2
1291;Brouard-Arends, Isabelle;Plagnol-Diéval, Marie-Emmanuelle;2
11;Abramovici, Jean-Christophe;Vázquez, Lydia;2
1288;Brot, Muriel;Fauvergue, Claire;2
5354;Vetters, Carl;Vázquez, José Soto;2
3680;Coekelberghs, Denis;Loze, Pierre;2
5350;Escudero, Xavier;Vázquez, José Soto;2
3005;Doyle, William;Haydon, Colin;2
1285;van Dijk, Suzan;van der Meulen, Janet;2
1284;van Oostrum, Pim;van der Meulen, Janet;2
1283;Broomans, Petra;van Dijk, Suzan;2
1282;Broomans, Petra;van Oostrum, Pim;2
1281;Broomans, Petra;van der Meulen, Janet;2
3001;Augeron, Mickaël;Havard, Gilles;2
5351;Escudero, Xavier;Vetters, Carl;2
5349;Escudero, Xavier;Parejo, Ramón Pérez;2
5252;Forment, Lise;Stambul, Léo;2
5342;Bel, Jacqueline;Parejo, Ramón Pérez;2
3670;Malone, Kelly;Mansfield, Elizabeth C.;2
5338;Jeanneret, Sylvie;Rizek, Martin;2
2539;Ferret, Olivier;Mercier-Faivre, Anne-Marie;2
3027;Hemmings, T.D.;Meakin, D.;2
4148;Poirson, Martial;Schifano, Laurence;2
5340;Bel, Jacqueline;Devaux, Jean;2
5341;Bel, Jacqueline;Escudero, Xavier;2
5343;Bel, Jacqueline;Vázquez, José Soto;2
5348;Devaux, Jean;Vetters, Carl;2
5344;Bel, Jacqueline;Vetters, Carl;2
5345;Devaux, Jean;Escudero, Xavier;2
5346;Devaux, Jean;Parejo, Ramón Pérez;2
5347;Devaux, Jean;Vázquez, José Soto;2
1329;Bruyère-Ostells, Walter;Pouget, Benoît;2
1330;Bruyère-Ostells, Walter;Signoli, Michel;2
1331;Pouget, Benoît;Signoli, Michel;2
3681;Coekelberghs, Denis;Vautier, Dominique;2
3682;Loze, Pierre;Vautier, Dominique;2
1359;Burnand, Léonard;Poisson, Guillaume;2
4180;Gentil, Yves Perret;Poussou, Jean-Pierre;2
1238;Bremmer, J.;Roodenburg, H.;2
5271;Dupraz, Emmanuel;Gheeraert-Graffeuille, Claire;2
4176;Decron, Benoît;Pouilloux, Jean-Yves;2
4506;Belleguic, Thierry;Tatin-Gourier, Jean-Jacques;2
3034;Henryot, Fabienne;Martin, Philippe;2
5385;Barberick, Anne L.;Ganim, Russell;2
4179;Mézin, Anne;Poussou, Jean-Pierre;2
4134;Georgeault, de Pierre;Plourde, Michel;2
1361;Burnand, Léonard;Seth, Catriona;2
6145;Horner, Avril;Zlosnik, Sue;2
4181;Gentil, Yves Perret;Mézin, Anne;2
4131;Pouzoulet, Christine;Vaillant, Alain;2
4129;Planté, Christine;Pouzoulet, Christine;2
5410;Bourdin, J. Cl.;Renaud, Jean;2
5414;Keller-Privat, Isabelle;Schwerdtner, Karin;2
5253;Pocquet, Tiphaine;Stambul, Léo;2
1239;Brender, Natalie;Krasnoff, Larry;2
1394;Figeac, Michel;Mao, Caroline Le;2
1391;Mondot, Jean;Verger, Jacques;2
1390;Cadilhon, François;Verger, Jacques;2
1362;Genand, Stéphanie;Seth, Catriona;2
3028;Freeman, E.;Meakin, D.;2
1266;Brian, Éric;Demeulenaere-Douyère, Christiane;2
5367;Daniel, Yvan;Montandon, Alain;2
5368;Lévy, Marie-Françoise;Tsikounas, Myriam;2
5375;Conesa, G.;Neveu, F.;2
1248;Bret-Vitoz, Renaud;Vincent-Arnaud, Nathalie;2
5377;Fischer, Jean-Louis;Rey, Roselyne;2
5378;Dhuicq, Bernard;O’Donnell, Mary Ann;2
5379;Leduc, Guyonne;O’Donnell, Mary Ann;2
2991;Eliassen, Knut Ove;Haugen, Marius Warholm;2
5281;Melançon, Benoît;Popovic, Pierre;2
5380;Dhuicq, Bernard;Leduc, Guyonne;2
4171;Porter, Roy;Roberts, Marie Mulvey;2
1389;Cadilhon, François;Mondot, Jean;2
3711;Martineau, France;Nadasdi, Terry;2
5447;Bjørnstad, Hall;Régent-Susini, Anne;2
2177;Desbarats, Catherine;Dépatie, Sylvie;2
3139;Holmberg, Linn;Simonsen, Maria;2
1603;Lüsebrink, Hans-Jürgen;Mix, York-Gothard;2
1652;Cherici, Céline;Dupont, Jean-Claude;2
1602;Charle, Christophe;Mix, York-Gothard;2
1601;Charle, Christophe;Lüsebrink, Hans-Jürgen;2
4047;Pascalis, Sandra;Rabreau, Daniel;2
968;Boillet, Danielle;Fragonard, Marie-Madeleine;2
96;Neiva, Saulo;Santos, Gilda;2
1655;Chevalier, Alain;Hould, Claudette;2
966;Reill, Peter Hanns;Zurbuchen, Simone;2
965;Hofmann, Étienne;Zurbuchen, Simone;2
964;Hofmann, Étienne;Reill, Peter Hanns;2
4212;Denis, Vincent;Salem, Jean;2
963;Böhler, Michael;Zurbuchen, Simone;2
5535;Horn, Julia;Russell-Watts, Lynsey;2
1046;Hächler, Stefan;Stuber, Martin;2
4211;Quiviger, Pierre-Yves;Salem, Jean;2
94;Anastacio, Vanda;Neiva, Saulo;2
4055;Marchand, Sophie;Pavy-Guilbert, Élise;2
962;Böhler, Michael;Reill, Peter Hanns;2
5151;Bioy, Xavier;Eymeri-Douzans, Jean-Michel;2
5152;Eymeri-Douzans, Jean-Michel;Mouton, Stéphane;2
961;Böhler, Michael;Hofmann, Étienne;2
2619;Frantz, Pierre;Jacob, François;2
5153;Bioy, Xavier;Mouton, Stéphane;2
5520;Dippel, Horst;Scheuer, Helmut;2
2442;Ertler, Klaus-Dieter;Lévrier, Alexandre;2
2443;Ertler, Klaus-Dieter;Fischer, Michaela;2
1583;Herlin, Denis;Serre, Solveig;2
5139;Dion, Nicholas;Mercier, Guillemette Marot;2
5545;Dekoninck, Ralph;Guiderdoni-Bruslé, Agnès;2
1012;Chaline, Olivier;de Vergennes, Charles-Philippe;2
1011;Bonnichon, Philippe;de Vergennes, Charles-Philippe;2
5116;Prest, Julia;Thompson, Hannah;2
5117;Popkin, R.H.;van der Zande, J.;2
1640;Chassaigne, Philippe;Mao, Caroline Le;2
981;Boisson, Didier;Krumenacker, Yves;2
2424;Simon, Yannick;Élart, Joann;2
5568;Lavialle, Nathalie;Puech, Jean-Benoît;2
1636;Charron, Jean;Flowers, Mary Lynne;2
110;André, Sylvain;Castejón, Philippe;2
5122;Cossutta, Frédéric;Delormas, Pascale;2
111;André, Sylvain;Malaprade, Sébastien;2
5123;Cossutta, Frédéric;Maingueneau, Dominique;2
977;Bois, Pierre-André;Krebs, Roland;2
112;Castejón, Philippe;Malaprade, Sébastien;2
5124;Delormas, Pascale;Maingueneau, Dominique;2
4037;Paquot, Thierry;Younès, Chris;2
2428;Emerson, Catherine;Scott, Maria;2
4436;Lejeune, Philippe;Simonet-Tenant, Françoise;2
3713;Mougeon, Raymond;Nadasdi, Terry;2
4435;Jeannelle, Jean-Louis;Simonet-Tenant, Françoise;2
972;Fragonard, Marie-Madeleine;Tropé, Hélène;2
4434;Simonet-Tenant, Françoise;la collaboration de Michel Braud, avec;2
5551;Bugiac, Andreea;Popa, Marius;2
970;Boillet, Danielle;Tropé, Hélène;2
1618;Diu, Isabelle;Parinet, Élisabeth;2
5547;Guiderdoni-Bruslé, Agnès;Kremer, Nathalie;2
5546;Dekoninck, Ralph;Kremer, Nathalie;2
1010;Bonnichon, Philippe;Chaline, Olivier;2
3129;Jaquier, Claire;Léchot, Timothée;2
95;Anastacio, Vanda;Santos, Gilda;2
5159;Leiner, Wolfgang;Ronzeaud, Pierre;2
5512;Harris, G.T.;Wetherill, P.M.;2
1559;Chabaud, Gilles;Penez, Jérôme;2
1560;Cohen, Évelyne;Coquery, Natacha;2
1561;Cohen, Évelyne;Penez, Jérôme;2
5587;Chouquer, Gérard;Daumas, Jean-Claude;2
1562;Coquery, Natacha;Penez, Jérôme;2
5510;Meier, Franziska;Wild, Françoise;2
4428;Encrevé, André;SHPF, Patrick Cabanel;2
5511;Diaz, Béatrice;Wild, Françoise;2
2946;Haefeli, Evan;Sweeney, Kevin;2
1050;Bosquet, Marie-Françoise;Meitinger, Serge;2
942;Renneville, Marc;Richard, Nathalie;2
1680;Choné, Paulette;Moureau, François;2
1051;Bosquet, Marie-Françoise;Terramorsi, Bernard;2
3714;Mougeon, Raymond;Tremblay, Mireille;2
5095;Mathieu, Georges;la collaboration de Jean-Claude Arnould, avec;2
1052;Meitinger, Serge;Terramorsi, Bernard;2
3715;Nadasdi, Terry;Tremblay, Mireille;2
1681;Choné, Paulette;Quettier, Philippe;2
1682;Choné, Paulette;Varnier, Éric;2
4220;Racine, Nicole;Trebitsch, Michel;2
4210;Denis, Vincent;Quiviger, Pierre-Yves;2
2444;Fischer, Michaela;Lévrier, Alexandre;2
5509;Diaz, Béatrice;Meier, Franziska;2
1557;Chabaud, Gilles;Cohen, Évelyne;2
1558;Chabaud, Gilles;Coquery, Natacha;2
1683;Moureau, François;Quettier, Philippe;2
4478;Hächler, Stefan;Lienhard, Luc;1
4370;Bartelings, Nelke;Schaeps, Jef;1
4364;Bellavitis, Anna;Martini, Manuela;1
3744;Mattoso, Katia de Queirosm;Santos, Idelette Muzart-Fonseca dos;1
4363;Martini, Manuela;Sarti, Raffaella;1
4362;Bellavitis, Anna;Sarti, Raffaella;1
4361;Collange-Perugi, Adeline;Gomez, Clémentine Gustin;1
3830;Kraege, Desmond-Bryan;Lécosse, Cyril;1
4360;Gomez, Clémentine Gustin;Sarrazin, Béatrice;1
4366;Chaline, Olivier;Sassier, Yves;1
3805;Connors, Richard;Potter, Tiffany;1
3807;Braverman, Charles;Mertens, Aude;1
4480;Suarez, Michael F.;Woudhuysen, H. R.;1
4359;Collange-Perugi, Adeline;Sarrazin, Béatrice;1
4433;Brault, François;Simard, Jean;1
4423;Adelman, Howard;Schabas, William A.;1
3683;Réguer, Danie;Yannick, Marec;1
4477;Lienhard, Luc;Stuber, Martin;1
3808;Bouriau, Christophe;Mertens, Aude;1
3750;Maux, Marie-Hélène;Zulli, Marc;1
3806;Desan, Suzanne;Merrick, Jeffrey;1
3804;Merrett, Robert James;Potter, Tiffany;1
3831;Kraege, Desmond-Bryan;Lett, Matthieu;1
4336;Guillemet, Dominique;Saint-Hilaire, Marc;1
4484;Brunet, Serge;Suire, Éric;1
3834;Lécosse, Cyril;Menal, Sybille;1
4479;Styles, John;Vickery, Amanda;1
4367;Bocchicchio, Rebecca Pl.;Saxton, Kirsten T.;1
4338;Guillemet, Dominique;Roy, Alain;1
4368;Kolfin, Elmer;Schaeps, Jef;1
3687;Marimoutou, J.-Cl.;Racault, J.-M.;1
3801;Buchet, Claire;Mérot, Florent;1
4337;Augeron, Mickael;Roy, Alain;1
3685;Margairaz, Dominique;Minard, Philippe;1
3803;Connors, Richard;Merrett, Robert James;1
3833;Lett, Matthieu;Lécosse, Cyril;1
4339;Augeron, Mickael;Guillemet, Dominique;1
3684;Marec, Yannick;la collaboration de Stéphane Rioland, avec;1
4335;Augeron, Mickael;Saint-Hilaire, Marc;1
4485;Dulucq, Sophie;Suremain, Marie-Albane de;1
4369;Grasman, Edward;Schaeps, Jef;1
3832;Kraege, Desmond-Bryan;Menal, Sybille;1
3745;Mattoso, Katia de Queirosm;Rolland, Denis;1
3802;Buchet, Claire;Rentet, Thierry;1
3809;Bouriau, Christophe;Braverman, Charles;1
3812;Magallon, Jesus Perez;Mestre Zaragoza, Marina;1
4424;Chalk, Frank;Kiss, Alexandre;1
4340;Perkins, Pam;Saint-Martin, Armelle;1
4351;Alexandre, Philippe;Samuel-Scheyder, Monique;1
4350;James-Sarazin, Ariane;Vaysse, Élodie;1
4349;James-Sarazin, Ariane;Salomé, Laurent;1
4429;Shushan, Elle;la collaboration de Graham Boettcher, avec;1
4348;Salomé, Laurent;Vaysse, Élodie;1
3740;Matthews-Schlinzig, Marie Isabel;Strobel, Jochen;1
3739;Matthews-Schlinzig, Marie Isabel;Steinbrink, Gesa;1
4430;Lloyd, Stephen;Shushan, Elle;1
3825;Lichtenstein, Jacqueline;Michel, Christian;1
3821;Hroděj, Philippe;Michaud, Christine;1
3738;Matthews-Schlinzig, Marie Isabel;Schuster, Jörg;1
3679;Philippot, avec Paul;Vautier, Dominique;1
3678;Loze, Pierre;Philippot, avec Paul;1
3737;Allmendinger, Blake;Matsumoto, Valerie;1
3677;Coekelberghs, Denis;Philippot, avec Paul;1
3736;Mathis, Rémi;Sueur-Hermel, Valérie;1
3676;Mardaga, Pierre;Vautier, Dominique;1
3824;Magnusson, Carl;Michel, Christian;1
3735;Leoni, Simona Boscani;Mathieu, Jon;1
3728;Laursen, John Christian;Mannies, Whitney;1
3823;Michel, Alain;Paty, Michel;1
4347;Faroult, Guillaume;Trey, Juliette;1
3730;Blain, Marie;Masson, Pierre;1
4345;Faroult, Guillaume;Salmon, Xavier;1
3822;Michel-Évrard, Isabelle;Wachenheim, Pierre;1
4346;Salmon, Xavier;Trey, Juliette;1
4431;Lloyd, Stephen;la collaboration de Graham Boettcher, avec;1
3820;Mézin, Anne;Rjéoutski, Vladislav;1
4352;Martínez, Margarita Barral;San Narciso, David;1
3800;Mérot, Florent;Rentet, Thierry;1
3827;Lécosse, Cyril;Michel, Christian;1
3829;Menal, Sybille;Michel, Christian;1
4425;Chalk, Frank;Schabas, William A.;1
3813;Mestre Zaragoza, Marina;Rabaté, Philippe;1
3743;Steinbrink, Gesa;Strobel, Jochen;1
3814;Magallon, Jesus Perez;Rabaté, Philippe;1
3828;Lett, Matthieu;Michel, Christian;1
3742;Schuster, Jörg;Strobel, Jochen;1
3674;Coekelberghs, Denis;Mardaga, Pierre;1
4358;Giné, M.;Parra, M.;1
3732;Jarnoux, Philippe;Mathan, Anne de;1
3675;Loze, Pierre;Mardaga, Pierre;1
4357;Parra, M.;Santa, À.;1
3734;Legros, Huguette;Mathey-Maille, Laurence;1
4353;Armenteros, Carolina;San Narciso, David;1
4356;Giné, M.;Santa, À.;1
3815;Métraux, Maxime Georges;Notter, Annick;1
3826;Kraege, Desmond-Bryan;Michel, Christian;1
4432;Siganos, André;Vierne, Simone;1
3816;Metzger, Alexis;Rémy, Frédérique;1
4344;Salaün, Serge;Étienvre, Françoise;1
3731;Mathan, Anne de;Pourchasse, Pierrick;1
4354;Armenteros, Carolina;Martínez, Margarita Barral;1
3819;Meynen, Nicolas;d’Orgeix, Émile;1
4427;Prest, Viviane;Sheridan, Geraldine;1
3741;Schuster, Jörg;Steinbrink, Gesa;1
4426;Kiss, Alexandre;Schabas, William A.;1
4371;Grasman, Edward;Kolfin, Elmer;1
3776;Mee, Jon;Sangster, Matthew;1
3799;Merlio, Gilbert;Pelletier, Nicole;1
3702;Cagiano, Letizia Norci;Martin, Christophe;1
3706;Martin, Jean-Pierre;Nédelec, Claudine;1
3717;Erlendsdóttir, Erla;Martinell, Emma;1
3705;Chartier, Roger;Martin, Henri-Jean;1
3788;Menant, Sylvain;Morrissey, Robert;1
4402;Buchet, Luc;Ginnaio, Monica;1
4401;Buchet, Luc;Séguy, Isabelle;1
3789;Menant, Sylvain;la collaboration de Julie Meyers, avec;1
3790;Morrissey, Robert;la collaboration de Julie Meyers, avec;1
4455;Devereaux, Simon;May, Allyson N.;1
3791;Menin, Marco;Rustighi, Lorenzo;1
3792;Mentzer, Raymond A.;Moreil, Françoise;1
4456;Bentley, Delia;Smith, John Charles;1
3704;Cagiano, Letizia Norci;Plazenet, Laurence;1
3703;Martin, Christophe;Plazenet, Laurence;1
4415;Sgard, Jean;Volpilhac-Auger, Catherine;1
3784;Mellot, Jean-Dominique;la collaboration de Marie-Hélène Tesnière, avec;1
4400;Ginnaio, Monica;Séguy, Isabelle;1
4399;Bove, Laurent;Dagron, Tristan;1
4398;Bove, Laurent;Secretan, Catherine;1
4459;Leblanc, Frédérique;Sorel, Patricia;1
4460;Gasser, Peter;Söring, Jürgen;1
4397;Dagron, Tristan;Secretan, Catherine;1
4396;Antoine-Mahut, Delphine;Secretan, Catherine;1
4416;McDowell, Gary L.;Sheehan, Colleen A.;1
4461;Hoquet, Thierry;Spector, Céline;1
4395;Seamon, David;Zajonc, Arthur;1
4394;Lachaud, Frédérique;Scordia, Lydwine;1
4392;Schneider, Robert A.;Schwartz, Robert M.;1
4417;Adelman, Howard;Shelton, Dinah L.;1
4391;Hamm, Christophe;Raimbault, Jérôme;1
3707;Martin, Marguerite;Villeret, Maud;1
